feature,bin_idx,time_start,time_end,time_label,invest_mean,keep_mean,difference,t_statistic,p_value,cohens_d,abs_cohens_d,significant,significant_bonferroni
pct_time_dilating,3,-0.5,0.0,-0.5s to 0.0s,0.5439211707313858,0.5440358801763502,-0.00011470944496438928,-0.021428954208427678,0.9829039276892528,-0.0004559083292219987,0.0004559083292219987,False,False
num_dilation_peaks,0,-2.0,-1.5,-2.0s to -1.5s,0.6159892958688744,0.6509703196347032,-0.03498102376582879,-2.59219209880203,0.009551282495045207,-0.055149773399698405,0.055149773399698405,True,False
num_dilation_peaks,1,-1.5,-1.0,-1.5s to -1.0s,0.785582873390199,0.8176369863013698,-0.03205411291117077,-2.370600108850062,0.017779117419153896,-0.0504353280317463,0.0504353280317463,True,False
num_dilation_peaks,2,-1.0,-0.5,-1.0s to -0.5s,0.867201873222947,0.8458904109589042,0.02131146226404279,1.6353139419831009,0.10201644830254798,0.034791863372863135,0.034791863372863135,False,False
num_dilation_peaks,3,-0.5,0.0,-0.5s to 0.0s,0.8100016725204884,0.8216324200913242,-0.01163074757083582,-0.9008257696000153,0.36770384500054276,-0.01916537631952868,0.01916537631952868,False,False
pupil_min,0,-2.0,-1.5,-2.0s to -1.5s,0.48314436816791734,0.3430404826843555,0.14010388548356184,6.266531792039649,3.852430609273884e-10,0.13332260695212714,0.13332260695212714,True,True
pupil_min,1,-1.5,-1.0,-1.5s to -1.0s,-0.07029414098625106,-0.08410781541863788,0.013813674432386819,1.864798386889934,0.06224054230988355,0.03967422341910213,0.03967422341910213,False,False
pupil_min,2,-1.0,-0.5,-1.0s to -0.5s,0.004363833441983512,0.026849255598125937,-0.022485422156142423,-2.9135182534212776,0.0035821583464576163,-0.06198609722879952,0.06198609722879952,True,False
pupil_min,3,-0.5,0.0,-0.5s to 0.0s,0.1487860797864543,0.1874621293213169,-0.03867604953486259,-4.573454098319213,4.8583295357133794e-06,-0.09730180000656248,0.09730180000656248,True,True
pupil_max,0,-2.0,-1.5,-2.0s to -1.5s,1.3856116624108243,1.236585814265965,0.14902584814485942,6.0639104378513755,1.3792420931275983e-09,0.1290117683477708,0.1290117683477708,True,True
pupil_max,1,-1.5,-1.0,-1.5s to -1.0s,0.8722607005341313,0.7649347379199075,0.10732596261422378,5.726713266787816,1.055134353505829e-08,0.12183778321612532,0.12183778321612532,True,True
pupil_max,2,-1.0,-0.5,-1.0s to -0.5s,0.46933365602519306,0.5043650748277559,-0.035031418802562886,-3.9158099167880756,9.073268237578424e-05,-0.08331019513829911,0.08331019513829911,True,True
pupil_max,3,-0.5,0.0,-0.5s to 0.0s,0.5778393106381787,0.6247291438428174,-0.04688983320463869,-4.7857444017774835,1.7292875169440302e-06,-0.10181834881329928,0.10181834881329928,True,True
eye_asymmetry,0,-2.0,-1.5,-2.0s to -1.5s,0.3810713576563539,0.3677266151746896,0.01334474248166434,1.1111037787880993,0.26655185753894584,0.023639112877487458,0.023639112877487458,False,False
eye_asymmetry,1,-1.5,-1.0,-1.5s to -1.0s,0.2523996025200884,0.24979796108387717,0.0026016414362112494,0.5438303540559604,0.5865710062116207,0.011570176765805549,0.011570176765805549,False,False
eye_asymmetry,2,-1.0,-0.5,-1.0s to -0.5s,0.2280853617761374,0.2392437398787493,-0.011158378102611916,-2.4717525230386235,0.013462685854374436,-0.0525873802364844,0.0525873802364844,True,False
eye_asymmetry,3,-0.5,0.0,-0.5s to 0.0s,0.2819953272934608,0.2932735843885596,-0.011278257095098831,-2.1003770931264474,0.035722028650657635,-0.04468624095929217,0.04468624095929217,True,False
eye_asymmetry_std,0,-2.0,-1.5,-2.0s to -1.5s,0.19188014688807228,0.2007537674987805,-0.008873620610708205,-1.3697274479223016,0.17080443560149627,-0.029141419884418547,0.029141419884418547,False,False
eye_asymmetry_std,1,-1.5,-1.0,-1.5s to -1.0s,0.19238903275447267,0.19183532090828231,0.0005537118461903523,0.14683223430663284,0.8832675630626605,0.003123905999684425,0.003123905999684425,False,False
eye_asymmetry_std,2,-1.0,-0.5,-1.0s to -0.5s,0.15062917440203966,0.15429649654327296,-0.0036673221412333035,-1.278515896610811,0.20109887909298607,-0.027200862937042464,0.027200862937042464,False,False
eye_asymmetry_std,3,-0.5,0.0,-0.5s to 0.0s,0.12688480206675168,0.13577434931679777,-0.008889547250046093,-3.595085786503375,0.00032593167643482065,-0.07648667958280037,0.07648667958280037,True,True
